번호,발생시각,규모,깊이(km),최대 진도,위도,경도,위치,지도보기,상세정보
283,1995-01-29 17:02,2.4,,,38.90 N,126.00 E,북한 평양 동남동쪽 26km 지역,지도,-
282,1995-01-21 7:39,3.3,,,34.20 N,125.00 E,전남 신안군 가거도 북서쪽 20km 해역,지도,-
281,1995-01-14 6:43,3,,,37.90 N,124.50 E,인천 백령도 서남서쪽 17km 해역,지도,-
280,1994-12-26 23:09,2.3,,,34.80 N,128.10 E,경남 남해군 동남동쪽 19km 해역,지도,-
279,1994-12-25 2:41,2.4,,,35.30 N,126.00 E,전남 영광군 서쪽 47km 해역,지도,-
278,1994-12-18 3:23,2,,,36.40 N,128.10 E,경북 상주시 서쪽 5km 지역,지도,-
277,1994-12-15 10:41,2.8,,,36.10 N,125.40 E,전북 군산시 어청도 서쪽 51km 해역,지도,-
276,1994-12-02 0:42,3.6,,,37.90 N,123.80 E,인천 백령도 서쪽 77km 해역,지도,-
275,1994-11-01 9:11,3.4,,,38.90 N,125.80 E,북한 평양 남남동쪽 14km 지역,지도,-
274,1994-10-14 21:51,3.5,,,38.80 N,125.60 E,북한 황해북도 송림 북북서쪽 8km 지역,지도,-
273,1994-09-21 3:35,3.2,,,36.40 N,128.90 E,경북 안동시 남동쪽 24km 지역,지도,-
272,1994-08-31 0:07,2.8,,,37.40 N,124.80 E,인천 백령도 남쪽 62km 해역,지도,-
271,1994-08-24 15:18,2.1,,,38.50 N,127.50 E,북한 평강 동북동쪽 21km 지역,지도,-
270,1994-07-26 2:41,4.9,,,34.90 N,124.10 E,전남 신안군 흑산면 서북서쪽 128km 해역,지도,-
269,1994-04-23 13:03,4.1,,,35.70 N,130.90 E,울산 동구 동쪽 136km 해역,지도,-
268,1994-04-23 12:41,4.5,,,35.10 N,131.10 E,경남 울산 남동쪽 175km 해역,지도,-
267,1994-04-22 2:05,4.6,,,34.90 N,131.00 E,경남 울산 남동쪽 175km 해역,지도,-
266,1994-04-12 16:04,3.1,,,38.50 N,125.50 E,북한 황해남도 안악 남남동쪽 1km 지역,지도,-
265,1994-03-25 6:03,2.3,,,36.30 N,128.20 E,경북 상주시 남남동쪽 13km 지역,지도,-
264,1994-03-04 0:33,2.7,,,35.90 N,129.60 E,경북 포항시 남구 동남동쪽 24km 해역,지도,-
263,1994-03-03 19:39,2.7,,,34.40 N,127.90 E,전남 여수시 남남동쪽 43km 해역,지도,-
262,1994-02-26 4:52,2.5,,,35.60 N,127.90 E,경남 거창군 남쪽 9km 지역,지도,-
261,1994-02-24 6:40,2.2,,,37.40 N,129.40 E,강원 삼척시 동남동쪽 21km 해역,지도,-
260,1994-02-12 11:58,3.5,,,36.40 N,127.30 E,대전 유성구 북서쪽 7km 지역,지도,-
259,1994-02-02 14:12,2,,,35.90 N,128.30 E,경북 성주군 남동쪽 2km 지역,지도,-
258,1994-01-24 15:47,2.3,,,38.40 N,126.40 E,북한 황해북도 평산 북쪽 8km 지역,지도,-
257,1994-01-11 8:09,3,,,36.30 N,123.90 E,충남 태안군 서격렬비열도 서남서쪽 150km 해역,지도,-
256,1993-12-30 9:58,2.6,,,38.50 N,127.60 E,북한 강원 회양 남쪽 23km 지역,지도,-
255,1993-12-24 8:13,3.1,,,35.90 N,129.10 E,경북 경주시 북서쪽 12km 지역,지도,-
254,1993-12-08 11:43,3.4,,,39.60 N,125.90 E,북한 평안남도 개천 남쪽 11km 지역,지도,-
253,1993-08-26 0:07,2.9,,,35.70 N,127.90 E,경남 거창군 북북서쪽 2km 지역,지도,-
252,1993-07-14 11:48,2.6,,,38.80 N,125.70 E,북한 황해북도 송림 북동쪽 9km 지역,지도,-
251,1993-07-08 11:10,3.6,,,35.20 N,128.40 E,경남 창원시 서쪽 26km 지역,지도,-
250,1993-06-12 16:03,2.7,,,37.50 N,125.50 E,인천 옹진군 연평도 남서쪽 26km 해역,지도,-
249,1993-06-08 17:42,2.2,,,38.70 N,126.70 E,북한 황해북도 신계 북북동쪽 27km 지역,지도,-
248,1993-05-02 17:57,2.9,,,37.30 N,130.50 E,경북 울릉군 울릉도 서남서쪽 41km 해역,지도,-
247,1993-04-16 18:32,2.2,,,36.50 N,128.30 E,경북 예천군 남서쪽 22km 지역,지도,-
246,1993-04-09 2:28,2.2,,,36.60 N,126.90 E,충남 예산군 남동쪽 11km 지역,지도,-
245,1993-04-08 12:01,2.9,,,34.90 N,130.60 E,울산 동구 동남동쪽 126km 해역,지도,-
244,1993-04-02 1:20,2.2,,,35.20 N,128.30 E,경남 진주시 동쪽 20km 지역,지도,-
243,1993-03-28 10:16,4.5,,,33.10 N,123.80 E,전남 신안군 흑산면 남서쪽 231km 해역,지도,-
242,1993-03-18 0:36,2.8,,,36.40 N,130.00 E,경북 영덕군 동쪽 57km 해역,지도,-
241,1993-03-17 0:36,2.6,,,36.60 N,129.90 E,경북 영덕군 동북동쪽 52km 해역,지도,-
240,1993-03-11 6:55,2.8,,,37.50 N,124.80 E,인천 백령도 남남동쪽 51km 해역,지도,-
239,1993-03-01 12:00,3.9,,,35.60 N,126.80 E,전북 정읍시 북서쪽 6km 지역,지도,-
238,1993-03-01 11:59,3.3,,,35.60 N,126.90 E,전북 정읍시 북동쪽 5km 지역,지도,-
237,1993-02-25 10:15,2.9,,,35.60 N,126.40 E,전북 고창군 북서쪽 33km 해역,지도,-
236,1993-02-08 10:04,2.1,,,38.70 N,127.80 E,북한 강원 회양 동쪽 17km 지역,지도,-
235,1993-01-31 15:31,3.1,,,41.10 N,125.70 E,북한 자강도 초산 북북서쪽 32km 지역,지도,-
234,1992-12-16 10:28,2.1,,,38.10 N,128.30 E,강원 인제군 동북동쪽 12km 지역,지도,-
233,1992-12-13 20:22,4,,,35.30 N,130.10 E,울산 동구 동남동쪽 66km 해역,지도,-
232,1992-11-25 18:45,2.6,,,37.70 N,126.40 E,인천 강화군 서남서쪽 9km 지역,지도,-
231,1992-11-13 2:47,3.4,,,38.40 N,125.30 E,북한 황해남도 안악 남서쪽 21km 지역,지도,-
230,1992-11-12 8:02,3.8,,,38.50 N,125.40 E,북한 황해남도 안악 서쪽 8km 지역,지도,-
229,1992-11-11 9:32,3.4,,,35.80 N,123.70 E,충남 태안군 서격렬비열도 서남서쪽 187km 해역,지도,-
228,1992-11-04 2:30,4.4,,,34.70 N,122.80 E,전남 신안군 흑산면 서쪽 244km 해역,지도,-
227,1992-10-20 10:34,2.6,,,36.00 N,128.20 E,경북 성주군 북서쪽 12km 지역,지도,-
226,1992-09-05 0:22,2.7,,,37.00 N,126.80 E,경기 평택시 서쪽 28km 지역,지도,-
225,1992-07-19 17:01,3.1,,,39.10 N,127.10 E,북한 강원 원산 서남서쪽 29km 지역,지도,-
224,1992-07-17 8:16,2.5,,,37.10 N,126.10 E,충남 태안군 북북서쪽 44km 해역,지도,-
223,1992-05-04 17:06,2.6,,,35.80 N,128.40 E,경북 고령군 북동쪽 15km 지역,지도,-
222,1992-04-09 5:32,2.9,,,36.20 N,127.20 E,충남 논산시 동북동쪽 9km 지역,지도,-
221,1992-01-21 3:36,4,,,35.40 N,129.90 E,울산 동구 동남동쪽 45km 해역,지도,-
220,1992-01-15 21:26,2,,,36.00 N,127.30 E,전북 완주군 북동쪽 22km 지역,지도,-
219,1991-10-30 0:57,2.2,,,38.50 N,127.20 E,북한 강원 평강 북서쪽 13km 지역,지도,-
218,1991-10-16 4:59,2.8,,,35.60 N,129.60 E,울산 동구 동북동쪽 20km 해역,지도,-
217,1991-10-11 7:20,3.2,,,36.80 N,129.30 E,경북 울진군 남남서쪽 23km 지역,지도,-
216,1991-08-10 8:26,2.7,,,36.50 N,129.70 E,경북 영덕군 동북동쪽 31km 해역,지도,-
215,1991-07-23 23:08,3.1,,,35.60 N,128.00 E,경남 합천군 서북서쪽 16km 지역,지도,-
214,1991-07-20 12:25,3.1,,,35.30 N,127.90 E,경남 산청군 남쪽 13km 지역,지도,-
213,1991-06-18 16:07,2.6,,,39.10 N,126.10 E,북한 평안남도 성천 남남서쪽 19km 지역,지도,-
212,1991-06-07 15:25,2.7,,,35.80 N,128.80 E,경북 경산시 동남동쪽 6km 지역,지도,-
211,1991-05-23 7:16,2.6,,,36.50 N,127.90 E,경북 상주시 서북서쪽 25km 지역,지도,-
210,1991-05-14 15:57,2.4,,,-,-,서울 북방 약 175km 지역,지도,-
209,1991-05-13 10:58,2,,,35.30 N,126.70 E,전남 장성군 서쪽 8km 지역,지도,-
208,1991-05-13 1:25,2.2,,,35.90 N,128.50 E,경북 칠곡군 남동쪽 13km 지역,지도,-
207,1991-04-27 20:01,3,,,36.10 N,127.20 E,충남 논산시 남동쪽 13km 지역,지도,-
206,1991-04-14 1:48,3.1,,,36.50 N,128.70 E,경북 안동시 남남서쪽 8km 지역,지도,-
205,1991-03-28 3:31,2.7,,,37.00 N,126.40 E,충남 서산시 북쪽 25km 지역,지도,-
204,1991-02-02 11:08,3.4,,,33.40 N,123.80 E,전남 신안군 흑산면 남서쪽 207km 해역,지도,-
203,1991-01-25 3:57,2.8,,,37.30 N,129.80 E,경북 울진군 북동쪽 50km 해역,지도,-
202,1991-01-03 14:39,3.4,,,37.60 N,124.70 E,인천 백령도 남쪽 39km 해역,지도,-
201,1991-01-03 8:27,2.7,,,36.40 N,128.80 E,경북 의성군 동북동쪽 11km 지역,지도,-
200,1990-10-22 18:09,3.4,,,35.90 N,130.00 E,경북 포항시 남구 동남동쪽 59km 해역,지도,-
199,1990-06-30 10:45,2.5,,,36.50 N,126.70 E,충남 홍성군 남남동쪽 11km 지역,지도,-
198,1990-06-19 13:28,2.6,,,37.80 N,123.70 E,인천 백령도 서남서쪽 88km 해역,지도,-
197,1990-06-14 3:37,2.3,,,37.50 N,127.10 E,서울 송파구 남서쪽 2km 지역,지도,-
196,1990-06-02 1:46,2.4,,,36.40 N,127.80 E,충북 보은군 남남동쪽 11km지역,지도,-
195,1990-03-11 15:30,2.6,,,38.10 N,126.30 E,북한 황해북도 평산 남남서쪽 27km 지역,지도,-
194,1990-03-10 16:59,2.7,,,38.20 N,126.30 E,북한 황해북도 평산 남남서쪽 17km 지역,지도,-
193,1990-03-04 14:51,2.6,,,38.70 N,125.80 E,북한 황해북도 송림 동남동쪽 15km 지역,지도,-
192,1990-02-28 15:01,3.1,,,38.30 N,126.30 E,북한 황해북도 평산 서남서쪽 9km 지역,지도,-
191,1990-02-28 13:53,2.5,,,38.00 N,126.20 E,북한 개성 서쪽 32km 지역,지도,-
190,1990-02-22 15:14,2.8,,,38.30 N,126.40 E,북한 황해북도 평산 남쪽 4km 지역,지도,-
189,1990-02-18 21:29,3.3,,,38.20 N,123.90 E,북한 인천 백령도 서북서쪽 74km 해역,지도,-
188,1990-01-28 15:01,2.7,,,38.30 N,126.20 E,북한 황해북도 평산 서남서쪽 17km 지역,지도,-
187,1990-01-10 17:08,2.5,,,36.30 N,127.40 E,대전 중구 남서쪽 4km 지역,지도,-
186,1990-01-09 13:53,2.9,,,36.60 N,125.60 E,충남 태안군 서격렬비열도 동쪽 6km 해역,지도,-
185,1989-12-29 14:59,2.8,,,38.20 N,126.20 E,북한 황해북도 평산군 22km 지역,지도,-
184,1989-12-11 15:18,2.8,,,38.00 N,125.90 E,북한 황해남도 해주 동남동쪽 17km 지역,지도,-
183,1989-06-23 0:26,3.5,,,36.70 N,127.80 E,충북 괴산군 남쪽 12km 지역,지도,-
182,1989-06-20 15:28,3.2,,,38.10 N,126.20 E,북한 황해북도 평산 남남서쪽 31km 지역,지도,-
181,1989-05-25 14:58,3.1,,,38.60 N,126.30 E,북한 황해북도 신계 서북서쪽 23km 지역,지도,-
180,1989-05-22 14:59,3.2,,,37.80 N,125.80 E,북한 인천 옹진군 연평도 북북동쪽 17km 해역,지도,-
179,1989-04-30 15:27,3.4,,,36.30 N,127.30 E,대전 유성구 남서쪽 8km 지역,지도,-
178,1989-04-17 15:04,3.2,,,-,-,서울 북방 약 110km 지역,지도,-
177,1989-04-08 10:01,3.1,,,-,-,서울 북방 약 95km 지역,지도,-
176,1989-03-29 15:00,3.1,,,37.90 N,125.90 E,북한 황해남도 해주 남동쪽 23km 지역,지도,-
175,1989-03-21 4:44,2.9,,,-,-,서울 북방 약 155km 지역,지도,-
174,1989-03-13 16:03,3.4,,,38.20 N,125.50 E,북한 황해남도 해주 북서쪽 26km 지역,지도,-
173,1989-03-13 14:33,3.3,,,-,-,서울 북방 약 110km 지역,지도,-
172,1989-03-11 10:59,3.3,,,-,-,서울 북방 약 135km 지역,지도,-
171,1989-03-03 15:15,3.4,,,38.10 N,124.90 E,북한 황해남도 장연군 남서쪽 24km 지역,지도,-
170,1989-01-05 15:13,3.2,,,38.50 N,126.10 E,북한 황해북도 사리원 동쪽 30km 지역,지도,-
169,1988-12-02 23:54,2.5,,,36.30 N,127.90 E,경북 상주시 서남서쪽 26km 지역,지도,-
168,1988-10-15 17:26,3.4,,,38.40 N,126.20 E,북한 황해북도 평산 서북서쪽 18km 지역,지도,-
167,1988-08-22 14:14,3,,,-,-,서울 북방 약 102km 지역,지도,-
166,1988-05-03 14:59,3.4,,,38.30 N,126.30 E,북한 황해북도 평산 서남서쪽 9km 지역,지도,-
165,1988-04-15 15:44,3.7,,,40.40 N,127.00 E,북한 함경남도 장진 서쪽 20km 지역,지도,-
164,1988-01-24 6:46,2.9,,,36.20 N,129.20 E,경북 포항시 북구 북서쪽 23km 지역,지도,-
163,1987-12-29 16:16,2.4,,,-,-,서울 북방 약 120km 지역,지도,-
162,1987-12-27 17:37,2.3,,,-,-,서울 북방 약 140km 지역,지도,-
161,1987-12-27 16:03,2.5,,,-,-,서울 북방 약 190km 지역,지도,-
160,1987-12-26 12:37,2,,,-,-,서울 북방 약 120km 지역,지도,-
159,1987-12-01 10:04,2.5,,,-,-,서울 북방 약 190km 지역,지도,-
158,1987-10-25 13:23,3.7,,,37.50 N,130.10 E,경북 울릉군 울릉도 서쪽 71km 해역,지도,-
157,1987-10-06 23:36,3.5,,,36.20 N,130.10 E,경북 포항시 북구 동북동쪽 68km 해역,지도,-
156,1987-10-06 7:04,3.1,,,35.90 N,129.90 E,경북 포항시 남구 동남동쪽 50km 해역,지도,-
155,1987-09-25 0:44,2.2,,,37.80 N,129.10 E,강원 강릉시 동북동쪽 19km 해역,지도,-
154,1987-06-13 11:32,2.8,,,35.30 N,126.10 E,전남 영광군 서쪽 38km 해역,지도,-
153,1987-03-06 7:10,4,,,38.70 N,125.50 E,북한 남포 남동쪽 8km 지역,지도,-
152,1986-08-11 9:52,3.5,,,37.10 N,126.00 E,인천 옹진군 덕적도 남서쪽 18km 해역,지도,-
151,1986-07-11 16:43,3.2,,,34.30 N,126.90 E,전남 완도군 동쪽 13km 해역,지도,-
150,1986-05-11 4:03,3.1,,,36.60 N,125.90 E,충남 태안군 서격렬비열도 동쪽 33km 해역,지도,-
149,1986-05-10 14:02,3.1,,,-,-,서울 북방 약 170km 지역,지도,-
148,1986-05-02 17:26,3,,,36.70 N,125.70 E,충남 태안군 서격렬비열도 북동쪽 19km 해역,지도,-
147,1986-05-02 12:44,3.4,,,36.60 N,125.80 E,충남 태안군 서격렬비열도 동쪽 24km 해역,지도,-
146,1986-04-27 9:03,3.3,,,36.50 N,125.60 E,충남 태안군 서격렬비열도 남남동쪽 13km 해역,지도,-
145,1986-04-26 4:24,3.5,,,36.60 N,125.50 E,충남 태안군 서격렬비열도 서쪽 3km 해역,지도,-
144,1986-03-24 10:58,2.6,,,38.80 N,125.90 E,북한 황해북도 송림 동북동쪽 24km 지역,지도,-
143,1986-03-20 16:46,3.6,,,34.20 N,125.10 E,전남 신안군 가거도 북쪽 17km 해역,지도,-
142,1986-03-17 11:52,3.2,,,35.90 N,129.50 E,경북 포항시 남구 남동쪽 17km 지역,지도,-
141,1986-03-04 5:29,2.7,,,39.40 N,125.70 E,북한 평안남도 평성 북서쪽 23km 지역,지도,-
140,1986-02-09 7:04,3.3,,,35.90 N,125.80 E,전북 군산시 어청도 남남서쪽 29km 해역,지도,-
139,1986-02-03 16:38,2.8,,,35.70 N,126.90 E,전북 정읍시 북북동쪽 15km 지역,지도,-
138,1986-01-19 11:20,3,,,33.50 N,126.40 E,제주 제주시 서쪽 12km 해역,지도,-
137,1985-12-24 15:31,2.3,,,-,-,서울 북방 약 176km 지역,지도,-
136,1985-12-22 12:09,3,,,39.30 N,125.80 E,북한 평안남도 평성 북서쪽 8km 지역,지도,-
135,1985-12-10 21:42,3.2,,,35.80 N,129.70 E,경북 포항시 남구 남동쪽 38km 해역,지도,-
134,1985-11-10 17:23,3.1,,,39.80 N,125.80 E,북한 평안북도 영변 남쪽 1km 지역,지도,-
133,1985-11-02 2:56,2.9,,,36.70 N,128.90 E,경북 안동시 북동쪽 21km 지역,지도,-
132,1985-08-08 16:47,3.1,,,38.40 N,125.10 E,북한 황해남도 장연 북쪽 17km 지역,지도,-
131,1985-08-05 19:24,2.8,,,39.40 N,125.90 E,북한 평안남도 평성 북쪽 18km 지역,지도,-
130,1985-07-18 19:14,2.4,,,38.50 N,125.80 E,북한 황해북도 사리원 동쪽 3km 지역,지도,-
129,1985-06-26 17:19,2.6,,,37.30 N,126.40 E,인천 옹진군 남서쪽 27km 해역,지도,-
128,1985-06-25 11:13,3.8,,,36.90 N,129.70 E,경북 울진군 동남동쪽 28km 해역,지도,-
127,1985-06-25 7:29,2.8,,,37.30 N,126.40 E,인천 옹진군 남서쪽 27km 해역,지도,-
126,1985-06-25 6:40,4,,,37.30 N,126.40 E,인천 옹진군 남서쪽 27km 해역,지도,-
125,1985-06-20 5:03,3.3,,,35.90 N,128.60 E,대구 북구 북동쪽 2km 지역,지도,-
124,1985-06-18 13:43,2.8,,,38.50 N,125.80 E,북한 황해북도 사리원 동쪽 3km 지역,지도,-
123,1985-06-07 12:59,3.1,,,39.40 N,125.90 E,북한 평안남도 평성 북쪽 18km 지역,지도,-
122,1985-05-27 6:23,2.4,,,38.30 N,125.90 E,북한 황해북도 사리원 남남동쪽 26km 지역,지도,-
121,1985-05-22 17:27,2.9,,,38.10 N,125.60 E,북한 황해남도 해주 북서쪽 12km 지역,지도,-
120,1985-05-13 18:26,2.9,,,36.60 N,128.60 E,경북 안동시 서북서쪽 12km 지역,지도,-
119,1985-04-20 21:36,3.4,,,41.60 N,127.00 E,북한 자강도 중강 남남동쪽 22km 지역,지도,-
118,1985-04-12 21:11,2.2,,,-,-,서울 북방 약 220km 지역,지도,-
117,1985-04-08 12:47,2.2,,,-,-,서울 북방 약 117km 지역,지도,-
116,1985-04-04 12:27,2,,,-,-,경기만 해역,지도,-
115,1985-03-22 16:01,2.7,,,38.40 N,125.10 E,북한 황해남도 장연 북쪽 17km 지역,지도,-
114,1985-01-22 22:50,2.1,,,-,-,서울 북방 약 85km 지역,지도,-
113,1985-01-15 9:59,3.4,,,34.70 N,130.00 E,부산 해운대구 남동쪽 92km 해역,지도,-
112,1985-01-14 12:44,4.2,,,34.60 N,129.90 E,부산 해운대구 남동쪽 91km 해역,지도,-
111,1984-11-16 8:50,2.6,,,39.90 N,125.90 E,북한 평안북도 영변 북동쪽 13km 지역,지도,-
110,1984-11-09 21:29,2.4,,,35.80 N,128.50 E,대구 달성군 서남서쪽 6km 지역,지도,-
109,1984-10-10 16:30,2.9,,,38.90 N,125.90 E,북한 평양 남동쪽 19km 지역,지도,-
108,1984-08-05 7:35,2.8,,,37.20 N,125.00 E,인천 옹진군 연평도 남서쪽 81km 해역,지도,-
107,1984-07-19 13:57,3.9,,,36.00 N,125.20 E,전북 군산시 어청도 서남서쪽 70km 해역,지도,-
106,1984-06-25 23:53,2.2,,,37.00 N,126.80 E,경기 평택시 서쪽 28km 지역,지도,-
105,1984-05-14 11:39,2.6,,,35.20 N,126.70 E,광주 광산구 북서쪽 11km 지역,지도,-
104,1984-05-11 15:00,3.2,,,38.60 N,125.10 E,북한 남포 서남서쪽 35km 지역,지도,-
103,1984-05-04 22:05,2.6,,,35.10 N,126.70 E,전남 나주시 북쪽 10km 지역,지도,-
102,1984-05-04 22:04,2.5,,,35.10 N,126.60 E,전남 함평군 동북동쪽 8km 지역,지도,-
101,1984-04-30 11:59,3.1,,,39.30 N,125.70 E,북한 평안남도 평성 서북서쪽 15km 지역,지도,-
100,1984-04-10 1:56,2.2,,,36.10 N,128.20 E,경북 김천시 동남동쪽 10km 지역,지도,-
99,1984-03-30 13:30,2.6,,,39.10 N,125.90 E,북한 평안남도 평성 남남동쪽 16km 지역,지도,-
98,1984-03-21 0:15,3.2,,,36.80 N,126.60 E,충남 서산시 동쪽 13km 지역,지도,-
97,1984-03-17 13:00,3,,,39.50 N,126.10 E,북한 평안남도 개천 남동쪽 28km 지역,지도,-
96,1984-02-13 11:31,3.2,,,37.00 N,125.50 E,충남 태안군 서격렬비열도 북쪽 45km 해역,지도,-
95,1984-01-30 13:21,2.4,,,39.60 N,126.20 E,북한 평안남도 덕천 남남서쪽 19km 지역,지도,-
94,1984-01-28 13:30,2.9,,,37.10 N,124.60 E,인천 백령도 남쪽 95km 해역,지도,-
93,1984-01-13 17:06,3,,,37.40 N,129.50 E,강원 삼척시 동쪽 30km 해역,지도,-
92,1983-12-23 22:40,3,,,36.50 N,128.10 E,경북 상주시 북북서쪽 12km 지역,지도,-
91,1983-12-21 20:10,2.3,,,38.20 N,126.10 E,북한 황해북도 평산 서남서쪽 29km 지역,지도,-
90,1983-12-08 3:04,2.5,,,36.90 N,125.60 E,충남 태안군 서격렬비열도 북쪽 34km 해역,지도,-
89,1983-10-11 13:47,3.5,,,38.80 N,125.70 E,북한 황해북도 송림 북동쪽 9km 지역,지도,-
88,1983-10-08 13:58,3.3,,,39.60 N,126.10 E,북한 평안남도 개천 동남동쪽 20km 지역,지도,-
87,1983-09-27 13:07,2.9,,,38.90 N,124.90 E,북한 남포 서북서쪽 50km 해역,지도,-
86,1983-09-17 12:17,4.2,,,38.30 N,126.10 E,북한 황해북도 평산 서쪽 26km 지역,지도,-
85,1983-08-21 5:13,3.5,,,36.40 N,126.00 E,전북 군산시 어청도 북쪽 31km 해역,지도,-
84,1983-08-09 13:00,2.8,,,39.50 N,125.90 E,북한 평안남도 개천 남쪽 22km 지역,지도,-
83,1983-07-27 0:25,3.1,,,-,-,서울 북방 약 150km 지역,지도,-
82,1983-06-21 0:52,3,,,36.80 N,127.50 E,충북 진천군 남동쪽 8km 지역,지도,-
81,1983-06-08 21:25,3.4,,,36.80 N,127.80 E,충북 괴산군 남동쪽 2km 지역,지도,-
80,1983-05-09 18:59,3.2,,,38.90 N,126.30 E,북한 평안남도 성천 남남동쪽 39km 지역,지도,-
79,1983-04-30 14:06,2.5,,,-,-,서울 북방 약 160km 지역,지도,-
78,1983-03-07 12:53,2.9,,,-,-,서울 북방 약 125km 지역,지도,-
77,1983-02-28 16:36,2.6,,,37.70 N,126.10 E,인천 강화군 서쪽 35km 해역,지도,-
76,1983-02-21 18:11,2.8,,,-,-,서울 북방 약 110km 지역,지도,-
75,1983-02-11 4:53,2.6,,,38.60 N,126.50 E,북한 황해북도 신계 북북서쪽 12km 지역,지도,-
74,1983-02-08 20:57,2.9,,,38.00 N,124.90 E,인천 백령도 동북동쪽 20km 해역,지도,-
73,1983-01-11 1:15,3.4,,,38.70 N,125.60 E,북한 황해북도 송림 남서쪽 5km 지역,지도,-
72,1982-10-11 17:32,3.1,,,36.40 N,129.60 E,경북 영덕군 동쪽 21km 해역,지도,-
71,1982-08-31 20:49,3.2,,,37.10 N,126.00 E,인천 옹진군 덕적도 남서쪽 18km 해역,지도,-
70,1982-08-29 15:34,3.5,,,37.10 N,126.00 E,인천 옹진군 덕적도 남서쪽 18km 해역,지도,-
69,1982-08-29 15:29,3.3,,,37.10 N,125.90 E,인천 옹진군 덕적도 서남서쪽 25km 해역,지도,-
68,1982-08-29 3:18,4,,,37.20 N,125.90 E,인천 옹진군 덕적도 서쪽 22km 해역,지도,-
67,1982-05-27 19:21,3.5,,,38.60 N,125.80 E,북한 황해북도 사리원 북북동쪽 11km 지역,지도,-
66,1982-03-30 6:13,3,,,36.40 N,127.60 E,충북 옥천군 북북동쪽 11km 지역,지도,-
65,1982-03-28 1:04,3.6,,,37.60 N,125.30 E,인천 옹진군 연평도 서남서쪽 36km 해역,지도,-
64,1982-03-01 0:28,4.7,,,37.20 N,129.80 E,경북 울진군 동북동쪽 42km 해역,지도,-
63,1982-02-25 19:14,3.4,,,38.80 N,125.70 E,북한 황해북도 송림 북동쪽 9km 지역,지도,-
62,1982-02-24 23:27,2.6,,,36.10 N,127.50 E,충남 금산군 남동쪽 1km 지역,지도,-
61,1982-02-14 23:37,4.5,,,38.30 N,125.70 E,북한 황해북도 사리원 남남서쪽 24km 지역,지도,-
60,1982-02-12 6:48,2.7,,,34.50 N,128.20 E,경남 통영시 남남서쪽 45km 해역,지도,-
59,1981-12-03 12:25,3,,,38.90 N,125.90 E,북한 평양 남동쪽 19km 지역,지도,-
